match_id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
FRIENDLY_1872-11-30_SCOTLAND_ENGLAND,1872-11-30,Scotland,England,0,0,Friendly,Glasgow,Scotland,False
FRIENDLY_1873-03-08_ENGLAND_SCOTLAND,1873-03-08,England,Scotland,4,2,Friendly,London,England,False
FRIENDLY_1874-03-07_SCOTLAND_ENGLAND,1874-03-07,Scotland,England,2,1,Friendly,Glasgow,Scotland,False
FRIENDLY_1875-03-06_ENGLAND_SCOTLAND,1875-03-06,England,Scotland,2,2,Friendly,London,England,False
FRIENDLY_1876-03-04_SCOTLAND_ENGLAND,1876-03-04,Scotland,England,3,0,Friendly,Glasgow,Scotland,False
FRIENDLY_1876-03-25_SCOTLAND_WALES,1876-03-25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,False
FRIENDLY_1877-03-03_ENGLAND_SCOTLAND,1877-03-03,England,Scotland,1,3,Friendly,London,England,False
FRIENDLY_1877-03-05_WALES_SCOTLAND,1877-03-05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,False
FRIENDLY_1878-03-02_SCOTLAND_ENGLAND,1878-03-02,Scotland,England,7,2,Friendly,Glasgow,Scotland,False
FRIENDLY_1878-03-23_SCOTLAND_WALES,1878-03-23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,False
FRIENDLY_1879-01-18_ENGLAND_WALES,1879-01-18,England,Wales,2,1,Friendly,London,England,False
FRIENDLY_1879-04-05_ENGLAND_SCOTLAND,1879-04-05,England,Scotland,5,4,Friendly,London,England,False
FRIENDLY_1879-04-07_WALES_SCOTLAND,1879-04-07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False
FRIENDLY_1880-03-13_SCOTLAND_ENGLAND,1880-03-13,Scotland,England,5,4,Friendly,Glasgow,Scotland,False
FRIENDLY_1880-03-15_WALES_ENGLAND,1880-03-15,Wales,England,2,3,Friendly,Wrexham,Wales,False
FRIENDLY_1880-03-27_SCOTLAND_WALES,1880-03-27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,False
FRIENDLY_1881-02-26_ENGLAND_WALES,1881-02-26,England,Wales,0,1,Friendly,Blackburn,England,False
FRIENDLY_1881-03-12_ENGLAND_SCOTLAND,1881-03-12,England,Scotland,1,6,Friendly,London,England,False
FRIENDLY_1881-03-14_WALES_SCOTLAND,1881-03-14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,False
FRIENDLY_1882-02-18_NORTHERN_IRELAND_ENGLAND,1882-02-18,Northern Ireland,England,0,13,Friendly,Belfast,Ireland,False
FRIENDLY_1882-02-25_WALES_NORTHERN_IRELAND,1882-02-25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,False
FRIENDLY_1882-03-11_SCOTLAND_ENGLAND,1882-03-11,Scotland,England,5,1,Friendly,Glasgow,Scotland,False
FRIENDLY_1882-03-13_WALES_ENGLAND,1882-03-13,Wales,England,5,3,Friendly,Wrexham,Wales,False
FRIENDLY_1882-03-25_SCOTLAND_WALES,1882-03-25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,False
FRIENDLY_1883-02-03_ENGLAND_WALES,1883-02-03,England,Wales,5,0,Friendly,London,England,False
FRIENDLY_1883-02-24_ENGLAND_NORTHERN_IRELAND,1883-02-24,England,Northern Ireland,7,0,Friendly,Liverpool,England,False
FRIENDLY_1883-03-10_ENGLAND_SCOTLAND,1883-03-10,England,Scotland,2,3,Friendly,Sheffield,England,False
FRIENDLY_1883-03-12_WALES_SCOTLAND,1883-03-12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False
FRIENDLY_1883-03-17_NORTHERN_IRELAND_WALES,1883-03-17,Northern Ireland,Wales,1,1,Friendly,Belfast,Ireland,False
OTHER_1884-01-26_NORTHERN_IRELAND_SCOTLAND,1884-01-26,Northern Ireland,Scotland,0,5,British Home Championship,Belfast,Ireland,False
OTHER_1884-02-09_WALES_NORTHERN_IRELAND,1884-02-09,Wales,Northern Ireland,6,0,British Home Championship,Wrexham,Wales,False
OTHER_1884-02-23_NORTHERN_IRELAND_ENGLAND,1884-02-23,Northern Ireland,England,1,8,British Home Championship,Belfast,Ireland,False
OTHER_1884-03-15_SCOTLAND_ENGLAND,1884-03-15,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,False
OTHER_1884-03-17_WALES_ENGLAND,1884-03-17,Wales,England,0,4,British Home Championship,Wrexham,Wales,False
OTHER_1884-03-29_SCOTLAND_WALES,1884-03-29,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False
OTHER_1885-02-28_ENGLAND_NORTHERN_IRELAND,1885-02-28,England,Northern Ireland,4,0,British Home Championship,Manchester,England,False
OTHER_1885-03-14_ENGLAND_WALES,1885-03-14,England,Wales,1,1,British Home Championship,Blackburn,England,False
OTHER_1885-03-14_SCOTLAND_NORTHERN_IRELAND,1885-03-14,Scotland,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,False
OTHER_1885-03-21_ENGLAND_SCOTLAND,1885-03-21,England,Scotland,1,1,British Home Championship,London,England,False
OTHER_1885-03-23_WALES_SCOTLAND,1885-03-23,Wales,Scotland,1,8,British Home Championship,Wrexham,Wales,False
OTHER_1885-04-11_NORTHERN_IRELAND_WALES,1885-04-11,Northern Ireland,Wales,2,8,British Home Championship,Belfast,Ireland,False
FRIENDLY_1885-11-28_USA_CANADA,1885-11-28,USA,Canada,0,1,Friendly,Newark,United States,False
OTHER_1886-02-27_WALES_NORTHERN_IRELAND,1886-02-27,Wales,Northern Ireland,5,0,British Home Championship,Wrexham,Wales,False
OTHER_1886-03-13_NORTHERN_IRELAND_ENGLAND,1886-03-13,Northern Ireland,England,1,6,British Home Championship,Belfast,Ireland,False
OTHER_1886-03-20_NORTHERN_IRELAND_SCOTLAND,1886-03-20,Northern Ireland,Scotland,2,7,British Home Championship,Belfast,Ireland,False
OTHER_1886-03-27_SCOTLAND_ENGLAND,1886-03-27,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False
OTHER_1886-03-29_WALES_ENGLAND,1886-03-29,Wales,England,1,3,British Home Championship,Wrexham,Wales,False
OTHER_1886-04-10_SCOTLAND_WALES,1886-04-10,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False
FRIENDLY_1886-11-25_USA_CANADA,1886-11-25,USA,Canada,3,2,Friendly,Newark,United States,False
OTHER_1887-02-05_ENGLAND_NORTHERN_IRELAND,1887-02-05,England,Northern Ireland,7,0,British Home Championship,Sheffield,England,False
OTHER_1887-02-19_SCOTLAND_NORTHERN_IRELAND,1887-02-19,Scotland,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,False
OTHER_1887-02-26_ENGLAND_WALES,1887-02-26,England,Wales,4,0,British Home Championship,London,England,False
OTHER_1887-03-12_NORTHERN_IRELAND_WALES,1887-03-12,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Ireland,False
OTHER_1887-03-19_ENGLAND_SCOTLAND,1887-03-19,England,Scotland,2,3,British Home Championship,Blackburn,England,False
OTHER_1887-03-21_WALES_SCOTLAND,1887-03-21,Wales,Scotland,0,2,British Home Championship,Wrexham,Wales,False
OTHER_1888-02-04_ENGLAND_WALES,1888-02-04,England,Wales,5,1,British Home Championship,Crewe,England,False
OTHER_1888-03-03_WALES_NORTHERN_IRELAND,1888-03-03,Wales,Northern Ireland,11,0,British Home Championship,Wrexham,Wales,False
OTHER_1888-03-10_SCOTLAND_WALES,1888-03-10,Scotland,Wales,5,1,British Home Championship,Edinburgh,Scotland,False
OTHER_1888-03-17_SCOTLAND_ENGLAND,1888-03-17,Scotland,England,0,5,British Home Championship,Glasgow,Scotland,False
OTHER_1888-03-24_NORTHERN_IRELAND_SCOTLAND,1888-03-24,Northern Ireland,Scotland,2,10,British Home Championship,Belfast,Ireland,False
OTHER_1888-04-07_NORTHERN_IRELAND_ENGLAND,1888-04-07,Northern Ireland,England,1,5,British Home Championship,Belfast,Ireland,False
FRIENDLY_1888-09-19_SCOTLAND_CANADA,1888-09-19,Scotland,Canada,4,0,Friendly,Glasgow,Scotland,False
OTHER_1889-02-23_ENGLAND_WALES,1889-02-23,England,Wales,4,1,British Home Championship,Stoke-on-Trent,England,False
OTHER_1889-03-02_ENGLAND_NORTHERN_IRELAND,1889-03-02,England,Northern Ireland,6,1,British Home Championship,Liverpool,England,False
OTHER_1889-03-09_SCOTLAND_NORTHERN_IRELAND,1889-03-09,Scotland,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,False
OTHER_1889-04-13_ENGLAND_SCOTLAND,1889-04-13,England,Scotland,2,3,British Home Championship,London,England,False
OTHER_1889-04-15_WALES_SCOTLAND,1889-04-15,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False
OTHER_1889-04-27_NORTHERN_IRELAND_WALES,1889-04-27,Northern Ireland,Wales,1,3,British Home Championship,Belfast,Ireland,False
OTHER_1890-02-08_WALES_NORTHERN_IRELAND,1890-02-08,Wales,Northern Ireland,5,2,British Home Championship,Shrewsbury,England,True
OTHER_1890-03-15_NORTHERN_IRELAND_ENGLAND,1890-03-15,Northern Ireland,England,1,9,British Home Championship,Belfast,Ireland,False
OTHER_1890-03-15_WALES_ENGLAND,1890-03-15,Wales,England,1,3,British Home Championship,Wrexham,Wales,False
OTHER_1890-03-22_SCOTLAND_WALES,1890-03-22,Scotland,Wales,5,0,British Home Championship,Paisley,Scotland,False
OTHER_1890-03-29_NORTHERN_IRELAND_SCOTLAND,1890-03-29,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False
OTHER_1890-04-05_SCOTLAND_ENGLAND,1890-04-05,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False
OTHER_1891-02-07_NORTHERN_IRELAND_WALES,1891-02-07,Northern Ireland,Wales,7,2,British Home Championship,Belfast,Ireland,False
OTHER_1891-03-07_ENGLAND_WALES,1891-03-07,England,Wales,4,1,British Home Championship,Sunderland,England,False
OTHER_1891-03-07_ENGLAND_NORTHERN_IRELAND,1891-03-07,England,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,False
OTHER_1891-03-21_WALES_SCOTLAND,1891-03-21,Wales,Scotland,3,4,British Home Championship,Wrexham,Wales,False
OTHER_1891-03-28_SCOTLAND_NORTHERN_IRELAND,1891-03-28,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False
OTHER_1891-04-04_ENGLAND_SCOTLAND,1891-04-04,England,Scotland,2,1,British Home Championship,Blackburn,England,False
OTHER_1892-02-27_WALES_NORTHERN_IRELAND,1892-02-27,Wales,Northern Ireland,1,1,British Home Championship,Bangor,Wales,False
OTHER_1892-03-05_NORTHERN_IRELAND_ENGLAND,1892-03-05,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False
OTHER_1892-03-05_WALES_ENGLAND,1892-03-05,Wales,England,0,2,British Home Championship,Wrexham,Wales,False
OTHER_1892-03-19_NORTHERN_IRELAND_SCOTLAND,1892-03-19,Northern Ireland,Scotland,2,3,British Home Championship,Belfast,Ireland,False
OTHER_1892-03-26_SCOTLAND_WALES,1892-03-26,Scotland,Wales,6,1,British Home Championship,Edinburgh,Scotland,False
OTHER_1892-04-02_SCOTLAND_ENGLAND,1892-04-02,Scotland,England,1,4,British Home Championship,Glasgow,Scotland,False
OTHER_1893-02-25_ENGLAND_NORTHERN_IRELAND,1893-02-25,England,Northern Ireland,6,1,British Home Championship,Birmingham,England,False
OTHER_1893-03-13_ENGLAND_WALES,1893-03-13,England,Wales,6,0,British Home Championship,Stoke-on-Trent,England,False
OTHER_1893-03-18_WALES_SCOTLAND,1893-03-18,Wales,Scotland,0,8,British Home Championship,Wrexham,Wales,False
OTHER_1893-03-25_SCOTLAND_NORTHERN_IRELAND,1893-03-25,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,False
OTHER_1893-04-01_ENGLAND_SCOTLAND,1893-04-01,England,Scotland,5,2,British Home Championship,Richmond,England,False
OTHER_1894-02-24_WALES_NORTHERN_IRELAND,1894-02-24,Wales,Northern Ireland,4,1,British Home Championship,Swansea,Wales,False
OTHER_1894-03-03_NORTHERN_IRELAND_ENGLAND,1894-03-03,Northern Ireland,England,2,2,British Home Championship,Belfast,Ireland,False
OTHER_1894-03-12_WALES_ENGLAND,1894-03-12,Wales,England,1,5,British Home Championship,Wrexham,Wales,False
OTHER_1894-03-24_SCOTLAND_WALES,1894-03-24,Scotland,Wales,5,2,British Home Championship,Kilmarnock,Scotland,False
OTHER_1894-03-31_NORTHERN_IRELAND_SCOTLAND,1894-03-31,Northern Ireland,Scotland,1,2,British Home Championship,Belfast,Ireland,False
OTHER_1894-04-07_SCOTLAND_ENGLAND,1894-04-07,Scotland,England,2,2,British Home Championship,Glasgow,Scotland,False
OTHER_1895-03-09_ENGLAND_NORTHERN_IRELAND,1895-03-09,England,Northern Ireland,9,0,British Home Championship,Derby,England,False
OTHER_1895-03-16_NORTHERN_IRELAND_WALES,1895-03-16,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False
OTHER_1895-03-18_ENGLAND_WALES,1895-03-18,England,Wales,1,1,British Home Championship,London,England,False
OTHER_1895-03-23_WALES_SCOTLAND,1895-03-23,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False
OTHER_1895-03-30_SCOTLAND_NORTHERN_IRELAND,1895-03-30,Scotland,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,False
OTHER_1895-04-06_ENGLAND_SCOTLAND,1895-04-06,England,Scotland,3,0,British Home Championship,Liverpool,England,False
OTHER_1896-02-29_WALES_NORTHERN_IRELAND,1896-02-29,Wales,Northern Ireland,6,1,British Home Championship,Wrexham,Wales,False
OTHER_1896-03-07_NORTHERN_IRELAND_ENGLAND,1896-03-07,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False
OTHER_1896-03-16_WALES_ENGLAND,1896-03-16,Wales,England,1,9,British Home Championship,Cardiff,Wales,False
OTHER_1896-03-21_SCOTLAND_WALES,1896-03-21,Scotland,Wales,4,0,British Home Championship,Dundee,Scotland,False
OTHER_1896-03-28_NORTHERN_IRELAND_SCOTLAND,1896-03-28,Northern Ireland,Scotland,3,3,British Home Championship,Belfast,Ireland,False
OTHER_1896-04-04_SCOTLAND_ENGLAND,1896-04-04,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False
OTHER_1897-02-20_ENGLAND_NORTHERN_IRELAND,1897-02-20,England,Northern Ireland,6,0,British Home Championship,Nottingham,England,False
OTHER_1897-03-06_NORTHERN_IRELAND_WALES,1897-03-06,Northern Ireland,Wales,4,3,British Home Championship,Belfast,Ireland,False
OTHER_1897-03-20_WALES_SCOTLAND,1897-03-20,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False
OTHER_1897-03-27_SCOTLAND_NORTHERN_IRELAND,1897-03-27,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,False
OTHER_1897-03-29_ENGLAND_WALES,1897-03-29,England,Wales,4,0,British Home Championship,Sheffield,England,False
OTHER_1897-04-03_ENGLAND_SCOTLAND,1897-04-03,England,Scotland,1,2,British Home Championship,London,England,False
OTHER_1898-02-19_WALES_NORTHERN_IRELAND,1898-02-19,Wales,Northern Ireland,0,1,British Home Championship,Llandudno,Wales,False
OTHER_1898-03-05_NORTHERN_IRELAND_ENGLAND,1898-03-05,Northern Ireland,England,2,3,British Home Championship,Belfast,Ireland,False
OTHER_1898-03-19_SCOTLAND_WALES,1898-03-19,Scotland,Wales,5,2,British Home Championship,Motherwell,Scotland,False
OTHER_1898-03-26_NORTHERN_IRELAND_SCOTLAND,1898-03-26,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False
OTHER_1898-03-28_WALES_ENGLAND,1898-03-28,Wales,England,0,3,British Home Championship,Wrexham,Wales,False
OTHER_1898-04-02_SCOTLAND_ENGLAND,1898-04-02,Scotland,England,1,3,British Home Championship,Glasgow,Scotland,False
OTHER_1899-02-18_ENGLAND_NORTHERN_IRELAND,1899-02-18,England,Northern Ireland,13,2,British Home Championship,Sunderland,England,False
OTHER_1899-03-04_NORTHERN_IRELAND_WALES,1899-03-04,Northern Ireland,Wales,1,0,British Home Championship,Belfast,Ireland,False
OTHER_1899-03-18_WALES_SCOTLAND,1899-03-18,Wales,Scotland,0,6,British Home Championship,Wrexham,Wales,False
OTHER_1899-03-20_ENGLAND_WALES,1899-03-20,England,Wales,4,0,British Home Championship,Bristol,England,False
OTHER_1899-03-25_SCOTLAND_NORTHERN_IRELAND,1899-03-25,Scotland,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,False
OTHER_1899-04-08_ENGLAND_SCOTLAND,1899-04-08,England,Scotland,2,1,British Home Championship,Birmingham,England,False
OTHER_1900-02-03_SCOTLAND_WALES,1900-02-03,Scotland,Wales,5,2,British Home Championship,Aberdeen,Scotland,False
OTHER_1900-02-24_WALES_NORTHERN_IRELAND,1900-02-24,Wales,Northern Ireland,2,0,British Home Championship,Llandudno,Wales,False
OTHER_1900-03-03_NORTHERN_IRELAND_SCOTLAND,1900-03-03,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False
OTHER_1900-03-17_NORTHERN_IRELAND_ENGLAND,1900-03-17,Northern Ireland,England,0,2,British Home Championship,Dublin,Ireland,False
OTHER_1900-03-26_WALES_ENGLAND,1900-03-26,Wales,England,1,1,British Home Championship,Cardiff,Wales,False
OTHER_1900-04-07_SCOTLAND_ENGLAND,1900-04-07,Scotland,England,4,1,British Home Championship,Glasgow,Scotland,False
OTHER_1901-02-23_SCOTLAND_NORTHERN_IRELAND,1901-02-23,Scotland,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,False
OTHER_1901-03-02_WALES_SCOTLAND,1901-03-02,Wales,Scotland,1,1,British Home Championship,Wrexham,Wales,False
OTHER_1901-03-09_ENGLAND_NORTHERN_IRELAND,1901-03-09,England,Northern Ireland,3,0,British Home Championship,Southampton,England,False
OTHER_1901-03-18_ENGLAND_WALES,1901-03-18,England,Wales,6,0,British Home Championship,Newcastle,England,False
OTHER_1901-03-23_NORTHERN_IRELAND_WALES,1901-03-23,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False
OTHER_1901-03-30_ENGLAND_SCOTLAND,1901-03-30,England,Scotland,2,2,British Home Championship,London,England,False
OTHER_1902-02-22_WALES_NORTHERN_IRELAND,1902-02-22,Wales,Northern Ireland,0,3,British Home Championship,Cardiff,Wales,False
OTHER_1902-03-01_NORTHERN_IRELAND_SCOTLAND,1902-03-01,Northern Ireland,Scotland,1,5,British Home Championship,Belfast,Ireland,False
OTHER_1902-03-03_WALES_ENGLAND,1902-03-03,Wales,England,0,0,British Home Championship,Wrexham,Wales,False
OTHER_1902-03-15_SCOTLAND_WALES,1902-03-15,Scotland,Wales,5,1,British Home Championship,Greenock,Scotland,False
OTHER_1902-03-22_NORTHERN_IRELAND_ENGLAND,1902-03-22,Northern Ireland,England,0,1,British Home Championship,Belfast,Ireland,False
OTHER_1902-05-03_ENGLAND_SCOTLAND,1902-05-03,England,Scotland,2,2,British Home Championship,Birmingham,England,False
FRIENDLY_1902-07-20_URUGUAY_ARGENTINA,1902-07-20,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False
FRIENDLY_1902-10-12_AUSTRIA_HUNGARY,1902-10-12,Austria,Hungary,5,0,Friendly,Vienna,Austria,False
OTHER_1903-02-14_ENGLAND_NORTHERN_IRELAND,1903-02-14,England,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,False
OTHER_1903-03-02_ENGLAND_WALES,1903-03-02,England,Wales,2,1,British Home Championship,Portsmouth,England,False
OTHER_1903-03-09_WALES_SCOTLAND,1903-03-09,Wales,Scotland,0,1,British Home Championship,Cardiff,Wales,False
OTHER_1903-03-21_SCOTLAND_NORTHERN_IRELAND,1903-03-21,Scotland,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,False
OTHER_1903-03-28_NORTHERN_IRELAND_WALES,1903-03-28,Northern Ireland,Wales,2,0,British Home Championship,Belfast,Ireland,False
OTHER_1903-04-04_ENGLAND_SCOTLAND,1903-04-04,England,Scotland,1,2,British Home Championship,Sheffield,England,False
FRIENDLY_1903-04-05_HUNGARY_CZECHOSLOVAKIA,1903-04-05,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False
FRIENDLY_1903-06-11_HUNGARY_AUSTRIA,1903-06-11,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False
FRIENDLY_1903-09-13_ARGENTINA_URUGUAY,1903-09-13,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False
FRIENDLY_1903-10-11_AUSTRIA_HUNGARY,1903-10-11,Austria,Hungary,4,2,Friendly,Vienna,Austria,False
OTHER_1904-02-29_WALES_ENGLAND,1904-02-29,Wales,England,2,2,British Home Championship,Wrexham,Wales,False
OTHER_1904-03-12_NORTHERN_IRELAND_ENGLAND,1904-03-12,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False
OTHER_1904-03-12_SCOTLAND_WALES,1904-03-12,Scotland,Wales,1,1,British Home Championship,Dundee,Scotland,False
OTHER_1904-03-21_WALES_NORTHERN_IRELAND,1904-03-21,Wales,Northern Ireland,0,1,British Home Championship,Bangor,Wales,False
OTHER_1904-03-26_NORTHERN_IRELAND_SCOTLAND,1904-03-26,Northern Ireland,Scotland,1,1,British Home Championship,Dublin,Ireland,False
OTHER_1904-04-09_SCOTLAND_ENGLAND,1904-04-09,Scotland,England,0,1,British Home Championship,Glasgow,Scotland,False
OTHER_1904-05-01_BELGIUM_FRANCE,1904-05-01,Belgium,France,3,3,Évence Coppée Trophy,Brussels,Belgium,False
FRIENDLY_1904-06-02_HUNGARY_AUSTRIA,1904-06-02,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False
FRIENDLY_1904-10-09_AUSTRIA_HUNGARY,1904-10-09,Austria,Hungary,5,4,Friendly,Vienna,Austria,False
FRIENDLY_1905-02-12_FRANCE_SWITZERLAND,1905-02-12,France,Switzerland,1,0,Friendly,Paris,France,False
OTHER_1905-02-25_ENGLAND_NORTHERN_IRELAND,1905-02-25,England,Northern Ireland,1,1,British Home Championship,Middlesbrough,England,False
OTHER_1905-03-06_WALES_SCOTLAND,1905-03-06,Wales,Scotland,3,1,British Home Championship,Wrexham,Wales,False
OTHER_1905-03-18_SCOTLAND_NORTHERN_IRELAND,1905-03-18,Scotland,Northern Ireland,4,0,British Home Championship,Glasgow,Scotland,False
OTHER_1905-03-27_ENGLAND_WALES,1905-03-27,England,Wales,3,1,British Home Championship,Liverpool,England,False
OTHER_1905-04-01_ENGLAND_SCOTLAND,1905-04-01,England,Scotland,1,0,British Home Championship,London,England,False
OTHER_1905-04-08_NORTHERN_IRELAND_WALES,1905-04-08,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False
FRIENDLY_1905-04-09_HUNGARY_AUSTRIA,1905-04-09,Hungary,Austria,0,0,Friendly,Budapest,Hungary,False
OTHER_1905-04-17_GUERNSEY_ALDERNEY,1905-04-17,Guernsey,Alderney,6,0,Muratti Vase,Guernsey,Guernsey,False
OTHER_1905-04-27_JERSEY_GUERNSEY,1905-04-27,Jersey,Guernsey,0,1,Muratti Vase,Jersey,Jersey,False
FRIENDLY_1905-04-30_BELGIUM_NETHERLANDS,1905-04-30,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
FRIENDLY_1905-05-07_BELGIUM_FRANCE,1905-05-07,Belgium,France,7,0,Friendly,Brussels,Belgium,False
FRIENDLY_1905-05-14_NETHERLANDS_BELGIUM,1905-05-14,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False
FRIENDLY_1905-07-21_GUYANA_TRINIDAD_AND_TOBAGO,1905-07-21,Guyana,Trinidad and Tobago,1,4,Friendly,Georgetown,British Guiana,False
OTHER_1905-08-15_ARGENTINA_URUGUAY,1905-08-15,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False
OTHER_1906-02-17_NORTHERN_IRELAND_ENGLAND,1906-02-17,Northern Ireland,England,0,5,British Home Championship,Belfast,Ireland,False
OTHER_1906-03-03_SCOTLAND_WALES,1906-03-03,Scotland,Wales,0,2,British Home Championship,Edinburgh,Scotland,False
OTHER_1906-03-17_NORTHERN_IRELAND_SCOTLAND,1906-03-17,Northern Ireland,Scotland,0,1,British Home Championship,Dublin,Ireland,False
OTHER_1906-03-19_WALES_ENGLAND,1906-03-19,Wales,England,0,1,British Home Championship,Cardiff,Wales,False
OTHER_1906-03-29_JERSEY_GUERNSEY,1906-03-29,Jersey,Guernsey,1,2,Muratti Vase,Jersey,Jersey,False
FRIENDLY_1906-04-01_HUNGARY_CZECHOSLOVAKIA,1906-04-01,Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,False
OTHER_1906-04-02_WALES_NORTHERN_IRELAND,1906-04-02,Wales,Northern Ireland,4,4,British Home Championship,Wrexham,Wales,False
OTHER_1906-04-02_GUERNSEY_ALDERNEY,1906-04-02,Guernsey,Alderney,1,0,Muratti Vase,Guernsey,Guernsey,False
OTHER_1906-04-07_SCOTLAND_ENGLAND,1906-04-07,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False
FRIENDLY_1906-04-22_FRANCE_BELGIUM,1906-04-22,France,Belgium,0,5,Friendly,Saint-Cloud,France,False
FRIENDLY_1906-04-29_BELGIUM_NETHERLANDS,1906-04-29,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False
FRIENDLY_1906-05-13_NETHERLANDS_BELGIUM,1906-05-13,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False
OTHER_1906-08-15_URUGUAY_ARGENTINA,1906-08-15,Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,False
FRIENDLY_1906-10-07_CZECHOSLOVAKIA_HUNGARY,1906-10-07,Czechoslovakia,Hungary,4,4,Friendly,Prague,Bohemia,False
OTHER_1906-10-21_ARGENTINA_URUGUAY,1906-10-21,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False
FRIENDLY_1906-11-04_HUNGARY_AUSTRIA,1906-11-04,Hungary,Austria,3,1,Friendly,Budapest,Hungary,False
OTHER_1907-02-16_ENGLAND_NORTHERN_IRELAND,1907-02-16,England,Northern Ireland,1,0,British Home Championship,Liverpool,England,False
OTHER_1907-02-23_NORTHERN_IRELAND_WALES,1907-02-23,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Ireland,False
OTHER_1907-03-04_WALES_SCOTLAND,1907-03-04,Wales,Scotland,1,0,British Home Championship,Wrexham,Wales,False
OTHER_1907-03-16_SCOTLAND_NORTHERN_IRELAND,1907-03-16,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False
OTHER_1907-03-18_ENGLAND_WALES,1907-03-18,England,Wales,1,1,British Home Championship,London,England,False
OTHER_1907-03-21_ALDERNEY_JERSEY,1907-03-21,Alderney,Jersey,1,2,Muratti Vase,Guernsey,Guernsey,True
OTHER_1907-04-04_JERSEY_GUERNSEY,1907-04-04,Jersey,Guernsey,2,3,Muratti Vase,Jersey,Jersey,False
OTHER_1907-04-06_ENGLAND_SCOTLAND,1907-04-06,England,Scotland,1,1,British Home Championship,Newcastle,England,False
FRIENDLY_1907-04-07_HUNGARY_CZECHOSLOVAKIA,1907-04-07,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False
FRIENDLY_1907-04-14_BELGIUM_NETHERLANDS,1907-04-14,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False
FRIENDLY_1907-04-21_BELGIUM_FRANCE,1907-04-21,Belgium,France,1,2,Friendly,Brussels,Belgium,False
